"2020-01-23",2
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",1
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",1
"2020-02-13",1
"2020-02-14",2
"2020-02-15",7
"2020-02-16",5
"2020-02-17",1
"2020-02-18",3
"2020-02-19",4
"2020-02-20",0
"2020-02-21",4
"2020-02-22",0
"2020-02-23",0
"2020-02-24",3
"2020-02-25",0
"2020-02-26",4
"2020-02-27",0
"2020-02-28",0
"2020-02-29",1
"2020-03-01",1
"2020-03-02",0
"2020-03-03",2
"2020-03-04",4
"2020-03-05",4
"2020-03-06",7
"2020-03-07",6
"2020-03-08",1
"2020-03-09",0
"2020-03-10",4
"2020-03-11",4
"2020-03-12",4
"2020-03-13",6
"2020-03-14",5
"2020-03-15",3
"2020-03-16",4
"2020-03-17",10
"2020-03-18",10
"2020-03-19",9
"2020-03-20",8
"2020-03-21",7
"2020-03-22",4
"2020-03-23",20
"2020-03-24",29
"2020-03-25",47
"2020-03-26",35
"2020-03-27",54
"2020-03-28",62
"2020-03-29",55
"2020-03-30",52
"2020-03-31",63
"2020-04-01",109
"2020-04-02",88
"2020-04-03",155
"2020-04-04",134
"2020-04-05",85
"2020-04-06",85
"2020-04-07",132
"2020-04-08",198
"2020-04-09",266
"2020-04-10",191
"2020-04-11",236
"2020-04-12",147
"2020-04-13",187
"2020-04-14",129
"2020-04-15",190
"2020-04-16",226
"2020-04-17",196
"2020-04-18",157
"2020-04-19",91
"2020-04-20",113
"2020-04-21",113
"2020-04-22",130
"2020-04-23",114
"2020-04-24",116
"2020-04-25",107
"2020-04-26",61
"2020-04-27",69
"2020-04-28",99
"2020-04-29",66
"2020-04-30",103
"2020-05-01",56
"2020-05-02",76
"2020-05-03",60
"2020-05-04",39
"2020-05-05",32
"2020-05-06",23
"2020-05-07",25
"2020-05-08",21
"2020-05-09",34
"2020-05-10",28
"2020-05-11",11
"2020-05-12",11
"2020-05-13",20
"2020-05-14",12
"2020-05-15",10
"2020-05-16",8
"2020-05-17",3
"2020-05-18",7
"2020-05-19",2
"2020-05-20",11
"2020-05-21",4
"2020-05-22",8
"2020-05-23",6
"2020-05-24",7
"2020-05-25",7
"2020-05-26",11
"2020-05-27",16
"2020-05-28",18
"2020-05-29",15
"2020-05-30",6
"2020-05-31",10
