"2020-01-14",1
"2020-01-15",0
"2020-01-16",0
"2020-01-17",1
"2020-01-18",0
"2020-01-19",0
"2020-01-20",2
"2020-01-21",0
"2020-01-22",1
"2020-01-23",2
"2020-01-24",1
"2020-01-25",0
"2020-01-26",1
"2020-01-27",0
"2020-01-28",1
"2020-01-29",1
"2020-01-30",0
"2020-01-31",0
"2020-02-01",1
"2020-02-02",2
"2020-02-03",2
"2020-02-04",1
"2020-02-05",1
"2020-02-06",1
"2020-02-07",2
"2020-02-08",0
"2020-02-09",0
"2020-02-10",4
"2020-02-11",0
"2020-02-12",1
"2020-02-13",0
"2020-02-14",1
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",1
"2020-02-19",0
"2020-02-20",3
"2020-02-21",0
"2020-02-22",0
"2020-02-23",1
"2020-02-24",2
"2020-02-25",3
"2020-02-26",2
"2020-02-27",2
"2020-02-28",3
"2020-02-29",0
"2020-03-01",2
"2020-03-02",1
"2020-03-03",5
"2020-03-04",3
"2020-03-05",1
"2020-03-06",6
"2020-03-07",2
"2020-03-08",4
"2020-03-09",4
"2020-03-10",9
"2020-03-11",3
"2020-03-12",7
"2020-03-13",6
"2020-03-14",6
"2020-03-15",14
"2020-03-16",17
"2020-03-17",18
"2020-03-18",23
"2020-03-19",25
"2020-03-20",34
"2020-03-21",18
"2020-03-22",36
"2020-03-23",61
"2020-03-24",47
"2020-03-25",63
"2020-03-26",67
"2020-03-27",91
"2020-03-28",95
"2020-03-29",99
"2020-03-30",158
"2020-03-31",106
"2020-04-01",158
"2020-04-02",121
"2020-04-03",164
"2020-04-04",149
"2020-04-05",118
"2020-04-06",137
"2020-04-07",125
"2020-04-08",100
"2020-04-09",78
"2020-04-10",124
"2020-04-11",89
"2020-04-12",69
"2020-04-13",87
"2020-04-14",63
"2020-04-15",61
"2020-04-16",64
"2020-04-17",58
"2020-04-18",52
"2020-04-19",40
"2020-04-20",53
"2020-04-21",43
"2020-04-22",41
"2020-04-23",30
"2020-04-24",28
"2020-04-25",33
"2020-04-26",23
"2020-04-27",28
"2020-04-28",32
"2020-04-29",34
"2020-04-30",17
"2020-05-01",25
"2020-05-02",15
"2020-05-03",21
"2020-05-04",16
"2020-05-05",11
"2020-05-06",7
"2020-05-07",5
"2020-05-08",5
"2020-05-09",6
"2020-05-10",5
"2020-05-11",3
"2020-05-12",5
"2020-05-13",4
"2020-05-14",3
"2020-05-15",6
"2020-05-16",7
"2020-05-17",4
"2020-05-18",5
"2020-05-19",5
"2020-05-20",9
"2020-05-21",5
"2020-05-22",7
"2020-05-23",10
"2020-05-24",15
"2020-05-25",7
"2020-05-26",19
"2020-05-27",13
"2020-05-28",21
"2020-05-29",13
"2020-05-30",10
"2020-05-31",13
"2020-06-01",14
"2020-06-02",13
"2020-06-03",12
"2020-06-04",21
"2020-06-05",15
"2020-06-06",20
"2020-06-07",14
"2020-06-08",23
"2020-06-09",17
"2020-06-10",31
"2020-06-11",19
"2020-06-12",24
"2020-06-13",17
"2020-06-14",26
"2020-06-15",22
"2020-06-16",33
"2020-06-17",29
"2020-06-18",24
"2020-06-19",25
"2020-06-20",49
"2020-06-21",33
"2020-06-22",47
"2020-06-23",58
"2020-06-24",57
"2020-06-25",42
"2020-06-26",46
"2020-06-27",66
"2020-06-28",65
"2020-06-29",88
"2020-06-30",115
"2020-07-01",123
"2020-07-02",102
"2020-07-03",108
"2020-07-04",103
"2020-07-05",103
"2020-07-06",169
"2020-07-07",152
"2020-07-08",132
"2020-07-09",151
"2020-07-10",161
"2020-07-11",167
"2020-07-12",168
"2020-07-13",184
"2020-07-14",164
"2020-07-15",154
"2020-07-16",167
"2020-07-17",150
"2020-07-18",164
"2020-07-19",173
"2020-07-20",209
"2020-07-21",181
"2020-07-22",188
"2020-07-23",158
"2020-07-24",176
"2020-07-25",178
"2020-07-26",224
"2020-07-27",216
"2020-07-28",229
"2020-07-29",197
"2020-07-30",193
"2020-07-31",182
"2020-08-01",229
"2020-08-02",199
"2020-08-03",232
"2020-08-04",218
"2020-08-05",177
"2020-08-06",126
"2020-08-07",153
"2020-08-08",131
"2020-08-09",134
"2020-08-10",141
"2020-08-11",147
"2020-08-12",110
"2020-08-13",76
"2020-08-14",71
"2020-08-15",41
"2020-08-16",16
"2020-08-17",18
"2020-08-18",3
