都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
430005,0000000322,熊本県,水俣市,湯の鶴温泉保健センター ほたるの湯    ,,,,水俣市湯出1532-2,,32.147504,130.439579,,,,,,,,,,,,,,,,,,
430005,0000000323,熊本県,水俣市,エコパーク水俣,,,,水俣市汐見町,,32.202311,130.386736,,,,,,,,,,,,,,,,,,
430005,0000000324,熊本県,水俣市,湯の児温泉,,,,水俣市大迫,,32.233407,130.41683,,,,,,,,,,,,,,,,,,
430005,0000000325,熊本県,芦北町,芦北海浜総合公園,,,,芦北町鶴木山1400,,32.319144,130.470978,,,,,,,,,,,,,,,,,,
430005,0000000326,熊本県,芦北町,大野温泉センター(道の駅大野温泉),,,,芦北町天月1000,,32.289886,130.58215,,,,,,,,,,,,,,,,,,
430005,0000000327,熊本県,芦北町,御立岬公園,,,,芦北町田浦町124,,32.366945,130.492475,,,,,,,,,,,,,,,,,,
430005,0000000328,熊本県,芦北町,計石温泉センター,,,,芦北町計石2963-13,,32.301699,130.477423,,,,,,,,,,,,,,,,,,
430005,0000000329,熊本県,芦北町,ファーマーズマーケットでこぽん,,,,芦北町佐敷443,,32.303303,130.507923,,,,,,,,,,,,,,,,,,
430005,0000000330,熊本県,芦北町,芦北町物産館肥後うらら（道の駅たのうら）,,,,芦北町田浦657,,32.364446,130.512409,,,,,,,,,,,,,,,,,,
430005,0000000331,熊本県,芦北町,ヘルシーパーク芦北,,,,芦北町湯浦253,,32.272714,130.502125,,,,,,,,,,,,,,,,,,
430005,0000000332,熊本県,芦北町,湯浦温泉センター,,,,芦北町湯浦224,,32.274655,130.499817,,,,,,,,,,,,,,,,,,
430005,0000000333,熊本県,芦北町,御立岬海水浴場,,,,芦北町田浦町145,,32.362218,130.489034,,,,,,,,,,,,,,,,,,
430005,0000000334,熊本県,津奈木町,つなぎ温泉 四季彩,,,,津奈木町岩城435 ,,32.232464,130.456145,,,,,,,,,,,,,,,,,,
430005,0000000335,熊本県,津奈木町,つなぎ町物産館 グリーンゲイト,,,,津奈木町岩城1601 ,,32.231708,130.45689,,,,,,,,,,,,,,,,,,
430005,0000000336,熊本県,宇土市,宇土マリーナ物産館「おこしき館」,,,,宇土市下網田町3084-1,,32.662287,130.522568,,,,,,,,,,,,,,,,,,
430005,0000000337,熊本県,宇土市,粟嶋神社,,,,宇土市新開町５５７,,32.699716,130.633656,,,,,,,,,,,,,,,,,,
430005,0000000338,熊本県,宇土市,立岡自然公園,,,,宇土市花園町５２３－２,,32.677017,130.694341,,,,,,,,,,,,,,,,,,
430005,0000000339,熊本県,宇土市,西岡神宮,,,,宇土市神馬町５７７,,32.678329,130.647972,,,,,,,,,,,,,,,,,,
430005,0000000340,熊本県,宇土市,轟泉自然公園,,,,宇土市宮庄町,,32.681321,130.640989,,,,,,,,,,,,,,,,,,
430005,0000000341,熊本県,宇土市,海の駅　宇土マリーナ,,,,宇土市下網田町3084-1,,32.662287,130.522568,,,,,,,,,,,,,,,,,,
430005,0000000342,熊本県,宇土市,チェリーゴルフ宇土コース,,,,宇土市花園町2753-6,,32.680619,130.708081,,,,,,,,,,,,,,,,,,
430005,0000000343,熊本県,宇土市,あじさいの湯,,,,宇土市網津町2283,,32.689217,130.598333,,,,,,,,,,,,,,,,,,
430005,0000000344,熊本県,宇城市,不知火温泉ふるさと交流センター（道の駅）,,,,宇城市不知火町永尾１９１０－１,,32.633705,130.628711,,,,,,,,,,,,,,,,,,
430005,0000000345,熊本県,宇城市,サンサンうきっ子みすみ（旧ﾗｶﾞｰﾙ),,,,宇城市三角町三角浦１１６０,,32.606643,130.4695,,,,,,,,,,,,,,,,,,
430005,0000000346,熊本県,宇城市,西港公園,,,,宇城市三角町三角浦１２６３,,32.622628,130.456005,,,,,,,,,,,,,,,,,,
430005,0000000347,熊本県,宇城市,岡岳総合運動公園,,,,宇城市松橋町松山３６６６－５,,32.658223,130.679015,,,,,,,,,,,,,,,,,,
430005,0000000348,熊本県,宇城市,(有)アグリパーク豊野,,,,宇城市豊野町山崎５９９,,32.644445,130.740134,,,,,,,,,,,,,,,,,,
430005,0000000349,熊本県,宇城市,ワールドカントリー倶楽部,,,,宇城市小川町東小川２６４１－２,,32.569189,130.714648,,,,,,,,,,,,,,,,,,
430005,0000000350,熊本県,宇城市,あつまるレークカントリークラブ,,,,宇城市松橋町曲野６１０,,32.670342,130.693247,,,,,,,,,,,,,,,,,,
430005,0000000351,熊本県,宇城市,不知火カントリークラブ,,,,宇城市不知火町長崎４２０５,,32.644435,130.625674,,,,,,,,,,,,,,,,,,
430005,0000000352,熊本県,宇城市,戸馳花の学校,,,,宇城市三角町戸馳３７３－３,,32.594984,130.509018,,,,,,,,,,,,,,,,,,
430005,0000000353,熊本県,宇城市,サンサンうきっ子宇城彩館,,,,宇城市松橋町久具757-3,,32.651368,130.698292,,,,,,,,,,,,,,,,,,
430005,0000000354,熊本県,宇城市,食と農の体験塾　よんなっせ,,,,熊本県宇城市三角町宮崎　（高野山中腹）,,32.623733,130.48052,,,,,,,,,,,,,,,,,,
430005,0000000355,熊本県,宇城市,不知火美術館,,,,宇城市不知火町高良2352番地,,32.646902,130.669093,,,,,,,,,,,,,,,,,,
430005,0000000356,熊本県,宇城市,不知火温水プール,,,,宇城市不知火町高良2348,,32.646274,130.669235,,,,,,,,,,,,,,,,,,
430005,0000000357,熊本県,宇城市,観音山自然公園,,,,宇城市小川町西北小川２２２,,32.585867,130.714316,,,,,,,,,,,,,,,,,,
430005,0000000358,熊本県,美里町,元湯佐俣の湯,,,,美里町佐俣463-1,,32.622533,130.822952,,,,,,,,,,,,,,,,,,
430005,0000000359,熊本県,美里町,道の駅　美里「佐俣の湯」,,,,美里町佐俣705,,32.623855,130.823236,,,,,,,,,,,,,,,,,,
430005,0000000360,熊本県,美里町,御坂遊歩道,,,,美里町坂本,,32.578196,130.818868,,,,,,,,,,,,,,,,,,
430005,0000000361,熊本県,美里町,霊台橋,,,,美里町清水,,32.62106,130.882419,,,,,,,,,,,,,,,,,,
430005,0000000362,熊本県,美里町,二本杉展望所,,,,美里町早楠,,32.589957,130.887404,,,,,,,,,,,,,,,,,,
430005,0000000363,熊本県,美里町,B&G総合運動グラウンド,,,,美里町畝野3701-1,,32.631253,130.903664,,,,,,,,,,,,,,,,,,
430005,0000000364,熊本県,美里町,美里町カントリーパーク,,,,美里町中郡1887,,32.63102,130.800667,,,,,,,,,,,,,,,,,,
430005,0000000365,熊本県,美里町,美里町ガーデンプレイス・家族村,,,,美里町畝野2999-１,,32.632792,130.909683,,,,,,,,,,,,,,,,,,
430005,0000000366,熊本県,美里町,美里物産館よんなっせ,,,,美里町,,32.642506,130.91751,,,,,,,,,,,,,,,,,,
430005,0000000367,熊本県,美里町,フォレストアドベンチャー・美里,,,,美里町畝野3083-1,,32.633028,130.913016,,,,,,,,,,,,,,,,,,
430005,0000000368,熊本県,御船町,吉無田高原「緑の村」,,,,御船町田代8405-24,,32.774417,130.927887,,,,,,,,,,,,,,,,,,
430005,0000000369,熊本県,御船町,御船町恐竜博物館,,,,御船町御船995-3,,32.714582,130.801239,,,,,,,,,,,,,,,,,,
430005,0000000370,熊本県,御船町,御船観音温泉「華ほたる」,,,,御船町辺田見840-3,,32.714573,130.811252,,,,,,,,,,,,,,,,,,
430005,0000000371,熊本県,御船町,チサンカントリークラブ御船,,,,御船町高木2721-2,,32.735071,130.806485,,,,,,,,,,,,,,,,,,
430005,0000000372,熊本県,御船町,御船街なかギャラリー,,,,御船町,,32.714448,130.802041,,,,,,,,,,,,,,,,,,
430005,0000000373,熊本県,御船町,御船町観光交流センター,,,,御船町,,32.714448,130.802041,,,,,,,,,,,,,,,,,,
430005,0000000374,熊本県,嘉島町,湧水天然プール,,,,嘉島町大字下六嘉地内,,32.753544,130.77094,,,,,,,,,,,,,,,,,,
430005,0000000375,熊本県,嘉島町,サントリービール（株）九州熊本工場（レストラン含む）,,,,嘉島町大字北甘木478,,32.745656,130.792518,,,,,,,,,,,,,,,,,,
430005,0000000376,熊本県,嘉島町,よかよかうまかとれたて市場,,,,嘉島町大字北甘木2206,,32.746945,130.771389,,,,,,,,,,,,,,,,,,
430005,0000000377,熊本県,益城町,高遊原カントリークラブ,,,,益城町田原１１２２,,32.822155,130.83794,,,,,,,,,,,,,,,,,,
430005,0000000378,熊本県,益城町,益城町文化会館,,,,益城町木山３８１－１,,32.789352,130.820045,,,,,,,,,,,,,,,,,,
430005,0000000379,熊本県,甲佐町,津志田河川自然公園,,,,甲佐町津志田2577番地１,,32.693454,130.787634,,,,,,,,,,,,,,,,,,
430005,0000000380,熊本県,甲佐町,熊本南カントリークラブ,,,,甲佐町南三箇1273-18,,32.682579,130.780819,,,,,,,,,,,,,,,,,,
430005,0000000381,熊本県,甲佐町,やな場,,,,甲佐町大字豊内1,,32.642866,130.819324,,,,,,,,,,,,,,,,,,
430005,0000000382,熊本県,甲佐町,安津橋健康広場（グリーンパル甲佐）,,,,甲佐町有安地内,,32.665058,130.805948,,,,,,,,,,,,,,,,,,
430005,0000000383,熊本県,山都町,「通潤橋」周辺,,,,山都町城原,,32.685608,130.991349,,,,,,,,,,,,,,,,,,
430005,0000000384,熊本県,山都町,矢部サンバレーカントリークラブ,,,,山都町北中島２２２８,,32.735084,130.920173,,,,,,,,,,,,,,,,,,
430005,0000000385,熊本県,山都町,鵜の子滝,,,,山都町,,32.685452,130.990457,,,,,,,,,,,,,,,,,,
430005,0000000386,熊本県,山都町,（通潤温泉）通潤山荘,,,,山都町長原１９２－１,,32.680109,130.991991,,,,,,,,,,,,,,,,,,
430005,0000000387,熊本県,山都町,通潤橋史料館,,,,山都町下市１８２－２,,32.680983,130.991913,,,,,,,,,,,,,,,,,,
430005,0000000388,熊本県,山都町,清和物産館,,,,山都町大平１５２,,32.690618,131.091351,,,,,,,,,,,,,,,,,,
430005,0000000389,熊本県,山都町,そよ風パーク,,,,山都町今２９７,,32.726634,131.163449,,,,,,,,,,,,,,,,,,
430005,0000000390,熊本県,山都町,歌瀬キャンプ場,,,,山都町菅尾１３４４－１,,32.715771,131.150198,,,,,,,,,,,,,,,,,,
430005,0000000391,熊本県,山都町,服掛松キャンプ場,,,,山都町長崎３６１,,32.698298,131.160487,,,,,,,,,,,,,,,,,,
