2020-01-28,1
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,1
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,2
2020-02-20,1
2020-02-21,3
2020-02-22,9
2020-02-23,9
2020-02-24,4
2020-02-25,5
2020-02-26,4
2020-02-27,15
2020-02-28,12
2020-02-29,4
2020-03-01,2
2020-03-02,5
2020-03-03,2
2020-03-04,3
2020-03-05,1
2020-03-06,7
2020-03-07,8
2020-03-08,3
2020-03-09,7
2020-03-10,3
2020-03-11,7
2020-03-12,10
2020-03-13,9
2020-03-14,7
2020-03-15,4
2020-03-16,4
2020-03-17,0
2020-03-18,2
2020-03-19,3
2020-03-20,1
2020-03-21,1
2020-03-22,3
2020-03-23,0
2020-03-24,1
2020-03-25,4
2020-03-26,1
2020-03-27,1
2020-03-28,3
2020-03-29,4
2020-03-30,1
2020-03-31,0
2020-04-01,5
2020-04-02,3
2020-04-03,5
2020-04-04,3
2020-04-05,1
2020-04-06,0
2020-04-07,4
2020-04-08,10
2020-04-09,18
2020-04-10,13
2020-04-11,16
2020-04-12,12
2020-04-13,5
2020-04-14,18
2020-04-15,23
2020-04-16,23
2020-04-17,33
2020-04-18,38
2020-04-19,27
2020-04-20,17
2020-04-21,22
2020-04-22,22
2020-04-23,45
2020-04-24,22
2020-04-25,39
2020-04-26,14
2020-04-27,35
2020-04-28,38
2020-04-29,38
2020-04-30,41
2020-05-01,23
2020-05-02,33
2020-05-03,25
2020-05-04,31
2020-05-05,12
2020-05-06,23
2020-05-07,14
2020-05-08,6
2020-05-09,11
2020-05-10,9
2020-05-11,12
2020-05-12,13
2020-05-13,4
2020-05-14,6
2020-05-15,10
2020-05-16,7
2020-05-17,8
2020-05-18,1
2020-05-19,3
2020-05-20,1
2020-05-21,5
2020-05-22,6
2020-05-23,9
2020-05-24,15
2020-05-25,3
2020-05-26,9
2020-05-27,5
2020-05-28,7
2020-05-29,3
2020-05-30,4
2020-05-31,6
2020-06-01,5
2020-06-02,3
2020-06-03,3
2020-06-04,3
2020-06-05,4
2020-06-06,8
2020-06-07,4
2020-06-08,4
2020-06-09,7
2020-06-10,5
2020-06-11,7
2020-06-12,10
2020-06-13,9
2020-06-14,7
2020-06-15,6
2020-06-16,2
2020-06-17,6
2020-06-18,5
2020-06-19,3
2020-06-20,3
2020-06-21,2
2020-06-22,2
2020-06-23,1
2020-06-24,10
2020-06-25,6
2020-06-26,5
2020-06-27,1
2020-06-28,17
2020-06-29,11
2020-06-30,13
2020-07-01,4
2020-07-02,8
2020-07-03,0
2020-07-04,1
2020-07-05,1
2020-07-06,0
2020-07-07,1
2020-07-08,4
2020-07-09,1
2020-07-10,6
2020-07-11,1
2020-07-12,4
2020-07-13,2
2020-07-14,8
2020-07-15,13
2020-07-16,6
2020-07-17,3
2020-07-18,13
2020-07-19,9
2020-07-20,3
2020-07-21,10
2020-07-22,6
2020-07-23,4
2020-07-24,6
2020-07-25,9
2020-07-26,5
2020-07-27,5
2020-07-28,3
2020-07-29,5
2020-07-30,9
2020-07-31,15
2020-08-01,18
2020-08-02,9
2020-08-03,23
2020-08-04,11
2020-08-05,14
2020-08-06,11
2020-08-07,14
2020-08-08,13
2020-08-09,11
2020-08-10,13
2020-08-11,14
2020-08-12,4
2020-08-13,10
2020-08-14,12
2020-08-15,14
2020-08-16,8
2020-08-17,5
2020-08-18,6
2020-08-19,8
2020-08-20,25
2020-08-21,10
2020-08-22,17
2020-08-23,14
2020-08-24,8
2020-08-25,7
2020-08-26,7
2020-08-27,10
2020-08-28,16
2020-08-29,9
2020-08-30,4
2020-08-31,8
2020-09-01,16
2020-09-02,6
2020-09-03,6
2020-09-04,5
2020-09-05,10
2020-09-06,4
2020-09-07,6
2020-09-08,11
2020-09-09,4
2020-09-10,11
2020-09-11,6
2020-09-12,7
2020-09-13,3
2020-09-14,8
2020-09-15,8
2020-09-16,11
2020-09-17,7
2020-09-18,17
2020-09-19,17
2020-09-20,16
2020-09-21,15
2020-09-22,9
2020-09-23,12
2020-09-24,11
2020-09-25,25
2020-09-26,7
2020-09-27,19
2020-09-28,17
2020-09-29,16
2020-09-30,16
2020-10-01,19
2020-10-02,15
2020-10-03,18
2020-10-04,22
2020-10-05,36
2020-10-06,12
2020-10-07,38
2020-10-08,29
2020-10-09,27
2020-10-10,24
2020-10-11,31
2020-10-12,12
2020-10-13,20
2020-10-14,20
2020-10-15,30
2020-10-16,31
2020-10-17,27
2020-10-18,24
2020-10-19,17
2020-10-20,31
2020-10-21,22
2020-10-22,40
2020-10-23,51
2020-10-24,60
2020-10-25,41
2020-10-26,50
2020-10-27,27
2020-10-28,52
2020-10-29,53
2020-10-30,69
2020-10-31,81
2020-11-01,69
2020-11-02,96
2020-11-03,71
2020-11-04,75
2020-11-05,119
2020-11-06,115
2020-11-07,187
2020-11-08,153
2020-11-09,200
2020-11-10,166
2020-11-11,197
2020-11-12,236
2020-11-13,235
2020-11-14,230
2020-11-15,209
2020-11-16,189
